29 November 2021 6:34 pm,127.0.0.1,39500,229,1.651,201
29 November 2021 6:12 pm,127.0.0.1,42000,215,1.955,232
29 November 2021 6:10 pm,127.0.0.1,32000,252,2.318,161
28 November 2021 10:04 pm,127.0.0.1,68000,193,3.614,465
28 November 2021 6:35 pm,127.0.0.1,37000,217,2.082,205
28 November 2021 5:48 pm,127.0.0.1,59000,157,2.957,454
28 November 2021 5:46 pm,127.0.0.1,39500,208,1.827,222
28 November 2021 5:37 pm,127.0.0.1,57000,145,3.116,472
